"parasite_species","parasite_genus","parasite_family","parasite_order","parasite_class","parasite_phylum","host_species","host_genus","host_in_cycle_exposed","to_int_def","exposure_type","likely_undercount","dpi","dose","sample_size","tot_given","tot_recovered","recovery_rate","worm_length","worm_width","worm_volume","imputed_worm_volume","log_ws","host_bm","log_hm","study"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",27,20,1,20,0,0,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",27,20,1,20,0,0,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",32,20,1,20,0,0,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",32,20,1,20,0,0,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",32,20,1,20,0,0,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",32,20,1,20,0,0,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",35,30,1,30,0,0,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",35,30,1,30,0,0,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",35,30,1,30,0,0,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",35,30,1,30,0,0,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",38,30,3,90,30,0.333,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",40,30,3,90,39,0.433,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",45,35,2,70,14,0.2,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Dyer and Olsen 1967 . Proc. Helminthol. Soc. Wash. 34 : 98-103"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",40,18,8,144,121,0.839,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Healy and Grundmann 1974 . Proc. Helminthol. Soc. Wash. 41 : 59-63"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",70,18,8,144,97,0.672,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Healy and Grundmann 1974 . Proc. Helminthol. Soc. Wash. 41 : 59-63"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",100,18,8,144,104,0.722,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Healy and Grundmann 1974 . Proc. Helminthol. Soc. Wash. 41 : 59-63"
"Protospirura numidica","Protospirura","Spiruridae","Spirurida","Chromadorea","Nematoda","Peromyscus maniculatus","Peromyscus","2","Definitive","Individual","no",130,18,8,144,100,0.694,3.061833333,0.100333333,0.024286323,0.024286323,-3.71784192659542,14.458,2.67124789457811,"Healy and Grundmann 1974 . Proc. Helminthol. Soc. Wash. 41 : 59-63"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",29,5,3,15,5,0.34,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",29,10,3,30,13,0.43,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",29,20,5,100,15,0.15,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",29,40,5,200,24,0.12,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",29,56,1,56,1,0.018,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",2.5,11.58,16,185,114,0.613,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",8,9.53,33,314,125,0.399,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",15.5,10.56,16,169,51,0.303,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",25.5,15.07,41,618,115,0.186,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",35.5,16.42,6,99,21,0.213,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",45.5,10.9,8,87,17,0.193,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",55.5,8,2,16,5,0.3125,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",65.5,8.22,1,8,1,0.122,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Pterygodermatites coloradensis","Pterygodermatites","Rictulariidae","Spirurida","Chromadorea","Nematoda","Mus musculus","Mus","2","Definitive","Individual","no",75.5,9.86,4,39,4,0.101,0.5495,0.0585,0.001476962,0.001476962,-6.51776800359054,13.97666667,2.63738927275305,"Oswald 1958 . Trans. Am. Microsc. Soc. 77 : 413-422"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",0.5,100,10,1000,540,0.54,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",1,100,10,1000,290,0.29,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",2,100,10,1000,380,0.38,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",4,100,10,1000,330,0.33,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",7,100,10,1000,470,0.47,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",14,100,10,1000,470,0.47,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",28,100,10,1000,530,0.53,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",42,100,10,1000,510,0.51,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",56,100,10,1000,280,0.28,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",70,100,10,1000,340,0.34,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Raillietina cesticillus","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",112,100,10,1000,10,0.01,0.3692125,0.267325,0.015491256,0.015491256,-4.16747954326985,1889.855556,7.54425567973629,"Gray 1972 . Parasitology 65 : 243-250"
"Retinometra exigua","Retinometra","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",45,293,1,293,216,0.737,0.31,0.2745,0.012230523,0.012230523,-4.40382056650157,1889.855556,7.54425567973629,"Alicata and Chang 1939 . J. Parasitol. 25 : 121-127"
"Retinometra exigua","Retinometra","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",15,404,1,404,277,0.686,0.31,0.2745,0.012230523,0.012230523,-4.40382056650157,1889.855556,7.54425567973629,"Alicata and Chang 1939 . J. Parasitol. 25 : 121-127"
"Retinometra exigua","Retinometra","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Gallus gallus","Gallus","2","Definitive","Individual","no",26,367,1,367,267,0.727,0.31,0.2745,0.012230523,0.012230523,-4.40382056650157,1889.855556,7.54425567973629,"Alicata and Chang 1939 . J. Parasitol. 25 : 121-127"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","yes",1,30,1,30,2,0.067,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","yes",1,30,1,30,2,0.067,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",1,99,1,99,32,0.323,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","yes",1,100,1,100,7,0.07,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",2,50,1,50,21,0.42,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",2,30,1,30,15,0.5,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",2,30,1,30,14,0.467,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","yes",2,30,1,30,6,0.2,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",2,100,1,100,40,0.4,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",3,50,1,50,21,0.42,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",3,30,1,30,29,0.967,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",3,49,1,49,33,0.673,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",3,80,1,80,64,0.8,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",4,29,1,29,17,0.586,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",4,30,1,30,30,1,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",5,30,1,30,27,0.9,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",5,30,1,30,29,0.967,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",6,25,1,25,25,1,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",6,25,1,25,23,0.92,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",7,25,1,25,22,0.88,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",7,25,1,25,22,0.88,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",8,25,1,25,18,0.72,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",8,25,1,25,25,1,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",9,20,1,20,19,0.95,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",9,20,1,20,19,0.95,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",10,20,1,20,19,0.95,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",10,20,1,20,19,0.95,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",11,8,1,8,6,0.75,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",11,8,1,8,7,0.875,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",12,8,1,8,5,0.625,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",12,8,1,8,7,0.875,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",13,8,1,8,8,1,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",13,8,1,8,7,0.875,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",14,8,1,8,8,1,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",14,8,1,8,8,1,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
"Hymenolepis microstoma","Rodentolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Mus musculus","Mus","2","Definitive","Individual","no",15,8,1,8,7,0.875,0.2379,0.2125,0.007833529,0.007833529,-4.84934216808869,13.97666667,2.63738927275305,"De Rycke 1966 . Parasitol. Res. 27 : 350-354"
